보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
원종660,1,경기도 부천시 원종로94번길 43,경기도 부천시 원종1동 345-18,37.52216661,126.810537,2014,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종339,1,경기도 부천시 원종로52번길 15-3,경기도 부천시 원종1동 353-1,37.52348179,126.8059273,2000,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종344,1,경기도 부천시 원종로52번길 15-3,경기도 부천시 원종1동 353-1,37.52348179,126.8059273,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종202,1,,경기도 부천시 원종1동 65-2,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종199,1,,경기도 부천시 원종1동 65-3,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종200,1,,경기도 부천시 원종1동 65-3,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종206,1,,경기도 부천시 원종1동 67-8,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종565,1,경기도 부천시 소사로 836-1,경기도 부천시 원종1동 69,37.53072172,126.8056189,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종564,1,경기도 부천시 소사로 834-3,경기도 부천시 원종1동 69-13,37.53043386,126.8058957,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종567,1,경기도 부천시 소사로 838-18,경기도 부천시 원종1동 69-27,37.53053184,126.8063072,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종568,1,경기도 부천시 소사로 838-18,경기도 부천시 원종1동 69-27,37.53053184,126.8063072,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종566,1,경기도 부천시 소사로 838-12,경기도 부천시 원종1동 69-42,37.5307077,126.8058588,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종208,1,,경기도 부천시 원종1동 70-1,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종209,1,경기도 부천시 소사로 837,경기도 부천시 원종1동 70-8,37.53095158,126.8051341,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종205,1,경기도 부천시 소사로835번길 31,경기도 부천시 원종1동 71-4,37.53170662,126.804046,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종203,1,,경기도 부천시 원종1동 9-32,,,2006,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종204,1,,경기도 부천시 원종1동 9-32,,,2006,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종574,1,경기도 부천시 소사로862번길 25,경기도 부천시 원종1동186-23,37.5319269,126.8064982,,전용주,032-625-7236,경기도 부천시청,2020-10-22
원종616,1,경기도 부천시 소사로862번길 105-3,경기도 부천시 원종1동238-13,37.52834571,126.807218,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종619,1,경기도 부천시 소사로808번길 60,경기도 부천시 원종1동238-6,37.52848773,126.8081181,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종559,1,,경기도 부천시 원종1동243-10,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종551,1,경기도 부천시 원종로51번길 86,경기도 부천시 원종1동265-2,37.52797226,126.8058523,2011,,032-625-7236,경기도 부천시청,2020-10-22
원종362,1,경기도 부천시 소사로748번길 67,경기도 부천시 원종1동326-5,37.52244812,126.8085499,,,032-625-7236,경기도 부천시청,2020-10-22
원종407,1,경기도 부천시 성지로41번길 12,경기도 부천시 원종1동344-11,37.52287299,126.8105353,2011,,032-625-7236,경기도 부천시청,2020-10-22
원종214,1,경기도 부천시 원종로35번길 42,경기도 부천시 원종229-17,37.52588989,126.8041182,,전용주,032-625-7236,경기도 부천시청,2020-10-22
원종461,1,경기도 부천시 원종로71번길 45,경기도 부천시 원종269-1(2),37.52600387,126.8076856,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종336,1,경기도 부천시 소사로 750,경기도 부천시 원종280-9,37.52292194,126.8051776,,,032-625-7236,경기도 부천시청,2020-10-22
원종334,1,경기도 부천시 원종로52번길 33,경기도 부천시 원종283,37.5226239,126.8058435,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종373,1,경기도 부천시 원종로66번길 40,경기도 부천시 원종283-11,37.5223376,126.807075,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종327,1,경기도 부천시 소사로742번길 15,경기도 부천시 원종283-17,37.52236564,126.8065908,,,032-625-7236,경기도 부천시청,2020-10-22
원종377,1,경기도 부천시 소사로748번길 40,경기도 부천시 원종283-9,37.52264391,126.8070562,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종382,1,경기도 부천시 원종로66번길 47,경기도 부천시 원종287-9,37.5219817,126.8076235,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종413,1,,경기도 부천시 원종290-8,,,,,032-625-7236,경기도 부천시청,2020-10-22
원종520,1,경기도 부천시 고강로40번길 65,경기도 부천시 원종298-5,37.52749865,126.8093651,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종621,1,경기도 부천시 성지로111번길 39,경기도 부천시 원종299,37.52857919,126.8089596,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종104,1,경기도 부천시 상오정로182번길 15,경기도 부천시 원종2동 121-9앞,37.52937122,126.7976306,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종105,1,경기도 부천시 상오정로182번길 19,경기도 부천시 원종2동 122-5 앞,37.52921296,126.7978121,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종106,1,,경기도 부천시 원종2동 125-3,,,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종108,1,,경기도 부천시 원종2동 125-8,,,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종111,1,경기도 부천시 상오정로182번길 43-21,경기도 부천시 원종2동 126,37.52928739,126.7991921,2009,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종107,1,경기도 부천시 상오정로182번길 39,경기도 부천시 원종2동 126-12,37.52852593,126.7985968,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종109,1,경기도 부천시 상오정로182번길 43-9,경기도 부천시 원종2동 126-14,37.52874248,126.7987772,2009,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종110,1,경기도 부천시 상오정로182번길 43-11,경기도 부천시 원종2동 126-15,37.52885796,126.7988674,2009,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종116,1,경기도 부천시 소사로807번길 68,경기도 부천시 원종2동 128-1,37.52849672,126.8004975,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종175,1,경기도 부천시 소사로807번길 54,경기도 부천시 원종2동 129-19,37.52952964,126.8017845,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종114,1,경기도 부천시 상오정로182번길 55,경기도 부천시 원종2동 129-57,37.52819218,126.7994303,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종112,1,,경기도 부천시 원종2동 129-64,,,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종99,1,,경기도 부천시 원종2동 129-65,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종101,1,,경기도 부천시 원종2동 129-67,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종136,1,경기도 부천시 소사로799번길 64,경기도 부천시 원종2동 130-12,37.52713401,126.8002613,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종138,1,경기도 부천시 원종로9번길 71,경기도 부천시 원종2동 130-3 성도아파트 A동(동쪽),37.52720702,126.8008132,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종139,1,경기도 부천시 원종로9번길 71,경기도 부천시 원종2동 130-3 성도아파트 B동(동쪽),37.52720702,126.8008132,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종135,1,경기도 부천시 소사로799번길 74,경기도 부천시 원종2동 130-6,37.52691371,126.7999904,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종127,1,경기도 부천시 성오로142번길 24,경기도 부천시 원종2동 130-8,37.52685191,126.7996783,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종125,1,경기도 부천시 성오로142번길 28,경기도 부천시 원종2동 130-9,37.52701791,126.7998046,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종173,1,경기도 부천시 소사로799번길 40-1,경기도 부천시 원종2동 131-1 (건물옥상),37.52730211,126.801632,2000,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종117,1,,경기도 부천시 원종2동 131-5,,,2002,전용주,032-625-7236,경기도 부천시청,2020-10-22
원종177,1,,경기도 부천시 원종2동 132 서쪽,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종113,1,,경기도 부천시 원종2동 132-1,,,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종178,1,,경기도 부천시 원종2동 132-1(수정아파프 서남쪽),,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종176,1,경기도 부천시 소사로807번길 31-1,경기도 부천시 원종2동 132-4,37.52761816,126.803129,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종179,1,경기도 부천시 소사로799번길 21,경기도 부천시 원종2동 133,37.52709146,126.8028227,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종186,1,경기도 부천시 소사로797번길 12,경기도 부천시 원종2동 133-10,37.52699867,126.8033705,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종187,1,경기도 부천시 소사로797번길 12-1,경기도 부천시 원종2동 133-11,37.52696962,126.8032393,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종180,1,경기도 부천시 소사로799번길 17,경기도 부천시 원종2동 133-2,37.52716744,126.802999,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종188,1,경기도 부천시 소사로797번길 16,경기도 부천시 원종2동 133-7,37.52684314,126.803036,,,032-625-7236,경기도 부천시청,2020-10-22
원종181,1,경기도 부천시 소사로799번길 13,경기도 부천시 원종2동 133-8,37.52718961,126.8033247,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종183,1,경기도 부천시 원종로35번길 73,경기도 부천시 원종2동 133-9,37.52721936,126.8038767,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종184,1,경기도 부천시 원종로35번길 73,경기도 부천시 원종2동 133-9,37.52721936,126.8038767,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종182,1,경기도 부천시 원종로35번길 73,경기도 부천시 원종2동 133-9(북쪽) 폴주 (교체대상),37.52721936,126.8038767,,전용주,032-625-7236,경기도 부천시청,2020-10-22
원종118,1,,경기도 부천시 원종2동 134-10,,,2002,전용주,032-625-7236,경기도 부천시청,2020-10-22
원종189,1,경기도 부천시 소사로793번길 22,경기도 부천시 원종2동 134-8,37.52667495,126.803756,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종115,1,경기도 부천시 소사로793번길 30,경기도 부천시 원종2동 134-9,37.52650132,126.8033673,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종160,1,경기도 부천시 성오로128번길 51,경기도 부천시 원종2동 135-11,37.52604867,126.8020833,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종162,1,경기도 부천시 소사로793번길 36,경기도 부천시 원종2동 135-13,37.52638546,126.8030508,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종161,1,경기도 부천시 소사로793번길 38,경기도 부천시 원종2동 135-2,37.52630563,126.8027252,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종163,1,,경기도 부천시 원종2동 135-7,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종170,1,경기도 부천시 성오로128번길 43-24,경기도 부천시 원종2동 136,37.52696738,126.8018953,,,032-625-7236,경기도 부천시청,2020-10-22
원종172,1,경기도 부천시 소사로799번길 29,경기도 부천시 원종2동 136-1,37.52693937,126.8023887,,,032-625-7236,경기도 부천시청,2020-10-22
원종166,1,경기도 부천시 소사로797번길 34-1,경기도 부천시 원종2동 136-11,37.52662535,126.8021044,,,032-625-7236,경기도 부천시청,2020-10-22
원종169,1,경기도 부천시 소사로797번길 34-5,경기도 부천시 원종2동 136-13,37.52687028,126.8020223,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종167,1,경기도 부천시 성오로128번길 43-18,경기도 부천시 원종2동 136-15,37.52658901,126.801928,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종164,1,경기도 부천시 원종로29번길 63,경기도 부천시 원종2동 136-2,37.52692898,126.8026421,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종171,1,경기도 부천시 소사로799번길 33,경기도 부천시 원종2동 136-5,37.52703272,126.8021757,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종165,1,경기도 부천시 소사로797번길 26,경기도 부천시 원종2동 136-8,37.52676649,126.8024525,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종168,1,경기도 부천시 소사로797번길 26,경기도 부천시 원종2동 136-8,37.52676649,126.8024525,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종119,1,경기도 부천시 성오로 152-1,경기도 부천시 원종2동 137,37.52689959,126.7980491,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종120,1,경기도 부천시 성오로160번길 20,경기도 부천시 원종2동 137-1,37.52706953,126.7983699,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종121,1,경기도 부천시 성오로160번길 28,경기도 부천시 원종2동 137-3,37.52702694,126.7987547,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종653,1,경기도 부천시 성오로 148-7,경기도 부천시 원종2동 137-30,37.52682116,126.7985516,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종122,1,경기도 부천시 성오로160번길 30,경기도 부천시 원종2동 137-4,37.52709925,126.7988902,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종123,1,경기도 부천시 성오로160번길 42,경기도 부천시 원종2동 137-5,37.52718665,126.799424,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종155,1,,경기도 부천시 원종2동 138-12,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종156,1,,경기도 부천시 원종2동 138-12,,,2006,전용주,032-625-7236,경기도 부천시청,2020-10-22
원종157,1,경기도 부천시 성오로128번길 43-15,경기도 부천시 원종2동 138-13,37.52642622,126.8015619,,한전주,032-625-7236,경기도 부천시청,2020-10-22
